NZDJPY;01.10.2017;3;900;4;0.01;0.001;3
NZDUSD;01.10.2017;5;100000;4;0.0001;0.00001;3
SPN35;27.06.2018;3;12;4;1;0.1;6
SP500;27.06.2018;3;50;3;1;0.01;6
STOXX50E;01.10.2017;3;12;4;1;0.1;6
UK100;01.10.2017;3;12;3;1;0.1;6
USDCAD;01.10.2017;5;75000;3;0.0001;0.00001;3
USDCHF;01.10.2017;5;100000;3;0.0001;0.00001;3
USDHKD;19.2.2018;5;12500;30;0.0001;0.00001;3
USDJPY;01.10.2017;3;900;3;0.01;0.001;3
USDMXN;01.10.2017;5;5300;250;0.0001;0.00001;3
USDNOK;01.10.2017;5;12000;120;0.0001;0.00001;3
USDSEK;01.10.2017;5;11200;60;0.0001;0.00001;3
USDSGD;01.10.2017;5;73000;10;0.0001;0.00001;3
USDTRY;01.10.2017;5;21000;90;0.0001;0.00001;3
WS30;01.10.2017;3;5;3;1;0.01;6
XAGUSD;01.10.2017;3;5000;60;0.01;0.001;3
XAUUSD;01.10.2017;3;100;60;0.01;0.01;3
XBNUSD;27.06.2018;3;100;8;0.0001;0.00001;7
XBTUSD;27.06.2018;3;100;150;0.001;0.001;7
XETUSD;27.06.2018;3;100;150;0.0001;0.00001;7
XLCUSD;27.06.2018;3;100;150;0.0001;0.00001;7
XNGUSD;01.10.2017;3;0.1;150;0.0001;0.0001;4
XPDUSD;01.10.2017;3;100;150;0.0001;0.00001;3
XPTUSD;01.10.2017;3;100;500;0.01;0.001;4
XRPUSD;27.06.2018;3;100;150;0.01;0.01;7
XTIUSD;01.10.2017;3;1000;6;0.01;0.01;4
AAL;02.12.2019;3;1;0;0.01;0.01;1
AAPL;02.12.2019;3;1;0;0.01;0.01;1
ABBV;02.12.2019;3;1;0;0.01;0.01;1
ABMD;02.12.2019;3;1;0;0.01;0.01;1
ABT;02.12.2019;3;1;0;0.01;0.01;1
ACN;13.4.2020;3;1;0;0.01;0.01;1
ADBE;02.12.2019;3;1;0;0.01;0.01;1
ADI;02.12.2019;3;1;0;0.01;0.01;1
ADM;02.12.2019;3;1;0;0.01;0.01;1
ADP;02.12.2019;3;1;0;0.01;0.01;1
ADSK;02.12.2019;3;1;0;0.01;0.01;1
AEP;02.12.2019;3;1;0;0.01;0.01;1
AGN;02.12.2019;3;1;0;0.01;0.01;1
AIG;02.12.2019;3;1;0;0.01;0.01;1
ALGN;02.12.2019;3;1;0;0.01;0.01;1
ALL;02.12.2019;3;1;0;0.01;0.01;1
ALXN;02.12.2019;3;1;0;0.01;0.01;1
AMAT;02.12.2019;3;1;0;0.01;0.01;1
AMD;14.03.2020;3;1;0;0.01;0.01;1
AMGN;02.12.2019;3;1;0;0.01;0.01;1
AMT;02.12.2019;3;1;0;0.01;0.01;1
AMZN;02.12.2019;3;1;0;0.01;0.01;1
ANET;02.12.2019;3;1;0;0.01;0.01;1
ANTM;02.12.2019;3;1;0;0.01;0.01;1
APD;02.12.2019;3;1;0;0.01;0.01;1
ATVI;02.12.2019;3;1;0;0.01;0.01;1
AVGO;02.12.2019;3;1;0;0.01;0.01;1
AXP;02.12.2019;3;1;0;0.01;0.01;1
AZO;02.12.2019;3;1;0;0.01;0.01;1
BA;02.12.2019;3;1;0;0.01;0.01;1
BAC;02.12.2019;3;1;0;0.01;0.01;1
BAX;02.12.2019;3;1;0;0.01;0.01;1
BBT;02.12.2019;3;1;0;0.01;0.01;1
BBY;02.12.2019;3;1;0;0.01;0.01;1
BDX;02.12.2019;3;1;0;0.01;0.01;1
BIIB;02.12.2019;3;1;0;0.01;0.01;1
BK;02.12.2019;3;1;0;0.01;0.01;1
BKNG;02.12.2019;3;1;0;0.01;0.01;1
BLK;02.12.2019;3;1;0;0.01;0.01;1
BMY;02.12.2019;3;1;0;0.01;0.01;1
BRKb;13.04.2020;3;1;0;0.01;0.01;1
BSX;02.12.2019;3;1;0;0.01;0.01;1
C;02.12.2019;3;1;0;0.01;0.01;1
CAH;02.12.2019;3;1;0;0.01;0.01;1
CAT;02.12.2019;3;1;0;0.01;0.01;1
CB;13.04.2020;3;1;0;0.01;0.01;1
CBS;02.12.2019;3;1;0;0.01;0.01;1
CCI;02.12.2019;3;1;0;0.01;0.01;1
CCL;02.12.2019;3;1;0;0.01;0.01;1
CHTR;02.12.2019;3;1;0;0.01;0.01;1
CI;02.12.2019;3;1;0;0.01;0.01;1
CL;02.12.2019;3;1;0;0.01;0.01;1
CLX;02.12.2019;3;1;0;0.01;0.01;1
CMA;02.12.2019;3;1;0;0.01;0.01;1
CMCSA;02.12.2019;3;1;0;0.01;0.01;1
CME;02.12.2019;3;1;0;0.01;0.01;1
CMI;02.12.2019;3;1;0;0.01;0.01;1
CNC;02.12.2019;3;1;0;0.01;0.01;1
COF;02.12.2019;3;1;0;0.01;0.01;1
COP;02.12.2019;3;1;0;0.01;0.01;1
COST;02.12.2019;3;1;0;0.01;0.01;1
CRM;02.12.2019;3;1;0;0.01;0.01;1
CSCO;02.12.2019;3;1;0;0.01;0.01;1
CSX;02.12.2019;3;1;0;0.01;0.01;1
CTL;02.12.2019;3;1;0;0.01;0.01;1
CTSH;02.12.2019;3;1;0;0.01;0.01;1
CVS;02.12.2019;3;1;0;0.01;0.01;1
CVX;02.12.2019;3;1;0;0.01;0.01;1
CXO;02.12.2019;3;1;0;0.01;0.01;1
D;02.12.2019;3;1;0;0.01;0.01;1
DAL;02.12.2019;3;1;0;0.01;0.01;1
DD;13.04.2020;3;1;0;0.01;0.01;1
DE;02.12.2019;3;1;0;0.01;0.01;1
DFS;02.12.2019;3;1;0;0.01;0.01;1
DG;02.12.2019;3;1;0;0.01;0.01;1
DHI;02.12.2019;3;1;0;0.01;0.01;1
DHR;02.12.2019;3;1;0;0.01;0.01;1
DIS;02.12.2019;3;1;0;0.01;0.01;1
DLTR;02.12.2019;3;1;0;0.01;0.01;1
DOW;02.12.2019;3;1;0;0.01;0.01;1
DUK;02.12.2019;3;1;0;0.01;0.01;1
DVN;02.12.2019;3;1;0;0.01;0.01;1
DXC;02.12.2019;3;1;0;0.01;0.01;1
EA;02.12.2019;3;1;0;0.01;0.01;1
EBAY;02.12.2019;3;1;0;0.01;0.01;1
EL;02.12.2019;3;1;0;0.01;0.01;1
EMR;02.12.2019;3;1;0;0.01;0.01;1
EOG;02.12.2019;3;1;0;0.01;0.01;1
EQIX;02.12.2019;3;1;0;0.01;0.01;1
ETN;02.12.2019;3;1;0;0.01;0.01;1
EURSEK;02.12.2019;5;11200;35;0.0001;0.00001;3
EW;02.12.2019;3;1;0;0.01;0.01;1
EXC;02.12.2019;3;1;0;0.01;0.01;1
EXPE;02.12.2019;3;1;0;0.01;0.01;1
FAST;02.12.2019;3;1;0;0.01;0.01;1
FB;02.12.2019;3;1;0;0.01;0.01;1
FCX;02.12.2019;3;1;0;0.01;0.01;1
FDX;02.12.2019;3;1;0;0.01;0.01;1
FIS;13.04.2020;3;1;0;0.01;0.01;1
FISV;13.04.2020;3;1;0;0.01;0.01;1
FITB;02.12.2019;3;1;0;0.01;0.01;1
FOX;02.12.2019;3;1;0;0.01;0.01;1
FOXA;02.12.2019;3;1;0;0.01;0.01;1
FTV;02.12.2019;3;1;0;0.01;0.01;1
G30mic;02.12.2019;3;27;3;1;0.1;6
GBPSEK;02.12.2019;3;27;3;1;0.1;6
GBPSGD;02.12.2019;3;27;3;1;0.1;6
GD;02.12.2019;3;1;0;0.01;0.01;1
GE;02.12.2019;3;1;0;0.01;0.01;1
GILD;02.12.2019;3;1;0;0.01;0.01;1
GIS;02.12.2019;3;1;0;0.01;0.01;1
GLW;02.12.2019;3;1;0;0.01;0.01;1
GM;02.12.2019;3;1;0;0.01;0.01;1
GOOG;02.12.2019;3;1;0;0.01;0.01;1
GOOGL;02.12.2019;3;1;0;0.01;0.01;1
GS;02.12.2019;3;1;0;0.01;0.01;1
GWW;02.12.2019;3;1;0;0.01;0.01;1
HAL;02.12.2019;3;1;0;0.01;0.01;1
HCA;02.12.2019;3;1;0;0.01;0.01;1
HD;02.12.2019;3;1;0;0.01;0.01;1
HES;02.12.2019;3;1;0;0.01;0.01;1
HLT;02.12.2019;3;1;0;0.01;0.01;1
HON;02.12.2019;3;1;0;0.01;0.01;1
HPE;02.12.2019;3;1;0;0.01;0.01;1
HPQ;02.12.2019;3;1;0;0.01;0.01;1
HUM;02.12.2019;3;1;0;0.01;0.01;1
IAC;02.12.2019;3;1;0;0.01;0.01;1
IBM;02.12.2019;3;1;0;0.01;0.01;1
ICE;02.12.2019;3;1;0;0.01;0.01;1
ILMN;02.12.2019;3;1;0;0.01;0.01;1
INTC;02.12.2019;3;1;0;0.01;0.01;1
INTU;02.12.2019;3;1;0;0.01;0.01;1
IQV;02.12.2019;3;1;0;0.01;0.01;1
ISRG;02.12.2019;3;1;0;0.01;0.01;1
ITW;02.12.2019;3;1;0;0.01;0.01;1
JCI;02.12.2019;3;1;0;0.01;0.01;1
JNJ;02.12.2019;3;1;0;0.01;0.01;1
JPM;02.12.2019;3;1;0;0.01;0.01;1
KDP;02.12.2019;3;1;0;0.01;0.01;1
KEY;02.12.2019;3;1;0;0.01;0.01;1
KHC;02.12.2019;3;1;0;0.01;0.01;1
KLAC;02.12.2019;3;1;0;0.01;0.01;1
KMB;02.12.2019;3;1;0;0.01;0.01;1
KMI;02.12.2019;3;1;0;0.01;0.01;1
KO;02.12.2019;3;1;0;0.01;0.01;1
KR;02.12.2019;3;1;0;0.01;0.01;1
LEN;02.12.2019;3;1;0;0.01;0.01;1
LLY;02.12.2019;3;1;0;0.01;0.01;1
LMT;02.12.2019;3;1;0;0.01;0.01;1
LOW;02.12.2019;3;1;0;0.01;0.01;1
LRCX;02.12.2019;3;1;0;0.01;0.01;1
LUV;02.12.2019;3;1;0;0.01;0.01;1
LVS;02.12.2019;3;1;0;0.01;0.01;1
LYB;02.12.2019;3;1;0;0.01;0.01;1
MA;02.12.2019;3;1;0;0.01;0.01;1
MAR;02.12.2019;3;1;0;0.01;0.01;1
MCD;02.12.2019;3;1;0;0.01;0.01;1
MCHP;02.12.2019;3;1;0;0.01;0.01;1
MCK;02.12.2019;3;1;0;0.01;0.01;1
MDLZ;02.12.2019;3;1;0;0.01;0.01;1
MDT;13.04.2020;3;1;0;0.01;0.01;1
MET;02.12.2019;3;1;0;0.01;0.01;1
MMC;02.12.2019;3;1;0;0.01;0.01;1
MMM;02.12.2019;3;1;0;0.01;0.01;1
MO;02.12.2019;3;1;0;0.01;0.01;1
MPC;02.12.2019;3;1;0;0.01;0.01;1
MRK;02.12.2019;3;1;0;0.01;0.01;1
MRO;02.12.2019;3;1;0;0.01;0.01;1
MS;02.12.2019;3;1;0;0.01;0.01;1
MSFT;02.12.2019;3;1;0;0.01;0.01;1
MTB;02.12.2019;3;1;0;0.01;0.01;1
MU;02.12.2019;3;1;0;0.01;0.01;1
NEE;02.12.2019;3;1;0;0.01;0.01;1
NEM;02.12.2019;3;1;0;0.01;0.01;1
NFLX;02.12.2019;3;1;0;0.01;0.01;1
NKE;02.12.2019;3;1;0;0.01;0.01;1
NOC;02.12.2019;3;1;0;0.01;0.01;1
NOW;02.12.2019;3;1;0;0.01;0.01;1
NSC;02.12.2019;3;1;0;0.01;0.01;1
NTAP;02.12.2019;3;1;0;0.01;0.01;1
NVDA;02.12.2019;3;1;0;0.01;0.01;1
OKE;02.12.2019;3;1;0;0.01;0.01;1
OMC;02.12.2019;3;1;0;0.01;0.01;1
ORCL;02.12.2019;3;1;0;0.01;0.01;1
ORLY;02.12.2019;3;1;0;0.01;0.01;1
OXY;02.12.2019;3;1;0;0.01;0.01;1
PANW;02.12.2019;3;1;0;0.01;0.01;1
PCG;02.12.2019;3;1;0;0.01;0.01;1
PEP;02.12.2019;3;1;0;0.01;0.01;1
PFE;02.12.2019;3;1;0;0.01;0.01;1
PG;02.12.2019;3;1;0;0.01;0.01;1
PGR;02.12.2019;3;1;0;0.01;0.01;1
PH;02.12.2019;3;1;0;0.01;0.01;1
PLD;02.12.2019;3;1;0;0.01;0.01;1
PM;02.12.2019;3;1;0;0.01;0.01;1
PNC;02.12.2019;3;1;0;0.01;0.01;1
PPG;02.12.2019;3;1;0;0.01;0.01;1
PRU;02.12.2019;3;1;0;0.01;0.01;1
PSA;02.12.2019;3;1;0;0.01;0.01;1
PSX;18.02.2018;3;1;0;0.01;0.01;1
PXD;02.12.2019;3;1;0;0.01;0.01;1
PYPL;02.12.2019;3;1;0;0.01;0.01;1
QCOM;02.12.2019;3;1;0;0.01;0.01;1
RCL;02.12.2019;3;1;0;0.01;0.01;1
REGN;02.12.2019;3;1;0;0.01;0.01;1
RF;02.12.2019;3;1;0;0.01;0.01;1
ROK;02.12.2019;3;1;0;0.01;0.01;1
ROST;02.12.2019;3;1;0;0.01;0.01;1
RTN;02.12.2019;3;1;0;0.01;0.01;1
SBUX;02.12.2019;3;1;0;0.01;0.01;1
SCHW;02.12.2019;3;1;0;0.01;0.01;1
SHW;02.12.2019;3;1;0;0.01;0.01;1
SLB;02.12.2019;3;1;0;0.01;0.01;1
SO;02.12.2019;3;1;0;0.01;0.01;1
SPG;02.12.2019;3;1;0;0.01;0.01;1
SPGI;02.12.2019;3;1;0;0.01;0.01;1
SPLK;02.12.2019;3;1;0;0.01;0.01;1
SRE;02.12.2019;3;1;0;0.01;0.01;1
STI;02.12.2019;3;1;0;0.01;0.01;1
STT;02.12.2019;3;1;0;0.01;0.01;1
STZ;02.12.2019;3;1;0;0.01;0.01;1
SWK;02.12.2019;3;1;0;0.01;0.01;1
SWKS;02.12.2019;3;1;0;0.01;0.01;1
SYF;02.12.2019;3;1;0;0.01;0.01;1
SYK;02.12.2019;3;1;0;0.01;0.01;1
SYY;02.12.2019;3;1;0;0.01;0.01;1
T;02.12.2019;3;1;0;0.01;0.01;1
TGT;02.12.2019;3;1;0;0.01;0.01;1
TIF;02.12.2019;3;1;0;0.01;0.01;1
TJX;02.12.2019;3;1;0;0.01;0.01;1
TMO;02.12.2019;3;1;0;0.01;0.01;1
TMUS;02.12.2019;3;1;0;0.01;0.01;1
TRV;02.12.2019;3;1;0;0.01;0.01;1
TSLA;02.12.2019;3;1;0;0.01;0.01;1
TSN;02.12.2019;3;1;0;0.01;0.01;1
TTWO;02.12.2019;3;1;0;0.01;0.01;1
TWTR;02.12.2019;3;1;0;0.01;0.01;1
TXN;02.12.2019;3;1;0;0.01;0.01;1
UAL;02.12.2019;3;1;0;0.01;0.01;1
ULTA;02.12.2019;3;1;0;0.01;0.01;1
UNH;02.12.2019;3;1;0;0.01;0.01;1
UNP;02.12.2019;3;1;0;0.01;0.01;1
UPS;02.12.2019;3;1;0;0.01;0.01;1
USB;02.12.2019;3;1;0;0.01;0.01;1
UTX;02.12.2019;3;1;0;0.01;0.01;1
V;02.12.2019;3;1;0;0.01;0.01;1
VFC;02.12.2019;3;1;0;0.01;0.01;1
VLO;02.12.2019;3;1;0;0.01;0.01;1
VMW;02.12.2019;3;1;0;0.01;0.01;1
VRTX;02.12.2019;3;1;0;0.01;0.01;1
VZ;02.12.2019;3;1;0;0.01;0.01;1
WBA;02.12.2019;3;1;0;0.01;0.01;1
WCG;02.12.2019;3;1;0;0.01;0.01;1
WDAY;02.12.2019;3;1;0;0.01;0.01;1
WDC;02.12.2019;3;1;0;0.01;0.01;1
WFC;02.12.2019;3;1;0;0.01;0.01;1
WM;02.12.2019;3;1;0;0.01;0.01;1
WMB;02.12.2019;3;1;0;0.01;0.01;1
WMT;02.12.2019;3;1;0;0.01;0.01;1
XLNX;02.12.2019;3;1;0;0.01;0.01;1
XOM;02.12.2019;3;1;0;0.01;0.01;1
ZTS;02.12.2019;3;1;0;0.01;0.01;1
ADAUSD;06.04.2025;4;1;30;0.001;0.0001;7
BTCUSD;06.04.2025;5;1;5;0.1;0.01;7
DOGEUSD;06.04.2025;5;1;30;0.0001;0.00001;7
SOLUSD;06.04.2025;3;1;20;0.01;0.001;7
